type,Lat,Lon,start year,end year,magnitude,extent,description of event
,52.4,-167.5,1902,1902,7.8,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS
,17.6,-99.7,1902,1902,7,,MEXICO: GUERRERO
,14.71,-91.59,1902,1902,6.3,,"GUATEMALA: SAN MARTIN, QUEZALTENANGO"
,-8,150,1902,1902,7.8,,PAPUA NEW GUINEA
,-20,-174,1902,1902,7.8,,TONGA ISLANDS
,40.7,48.6,1902,1902,6.9,,AZERBAIJAN: SEMACHA; N IRAN
,13.5,-89.5,1902,1902,7,,EL SALVADOR-GUATEMALA
,40.7,33.6,1902,1902,5.5,,TURKEY: CANKIRI
,14,-91,1902,1902,7.5,,"GUATEMALA: QUEZALTENANGO, SAN MARCOS"
,34.5,-120.5,1902,1902,,,CALIFORNIA: SOUTHERN
,26.6,56.2,1902,1902,,,"IRAN: QESHM,BANDAR ABBAS"
,50,148,1902,1902,8,,RUSSIA: SEA OF OKHOTSK
,40.75,23.25,1902,1902,6.6,,TURKEY: THESSALONIKI
,27.1,56.3,1902,1902,,,"IRAN: QESHM ISLAND: QESHM,BANDAR ABBAS,GENU"
,7.5,123.5,1902,1902,7.3,,"PHILIPPINES: MINDANAO: LANAO, COTABATO"
,39.88,76.2,1902,1902,7.7,,"CHINA: XINJIANG, TURKESTAN"
,10.8,122.6,1902,1902,,,"PHILIPPINES: ILOILO,PANAY"
,26.3,99.9,1902,1902,5.5,,CHINA: YUNNAN PROVINCE
,18,146,1902,1902,8.1,,GUAM: AGANA
,16.6,-92.6,1902,1902,7.8,,"MEXICO: VENUSTIANO CARRANZA,CHIAPAS,CHIS,TABASCO"
,29,-114,1902,1902,7.8,,MEXICO: BAJA CALIFORNIA
,40.8,72.3,1902,1902,6.4,,UZBEKISTAN: ANDIZHAN
,-20,-175,1903,1903,8,,TONGA ISLANDS
,15,-98,1903,1903,7.7,,MEXICO: OFF COAST OF GUERRERO
,48,98,1903,1903,7.8,,MONGOLIA
,14,143.3,1903,1903,,,GUAM
,-8,106,1903,1903,8.1,,INDONESIA: S OF JAVA
,32.2,35.3,1903,1903,5.7,,ISRAEL: NABULUS
,-3,127.5,1903,1903,6.5,,"INDONESIA: TIFU, MASARETE, KAJELI"
,39.1,42.4,1903,1903,,,TURKEY
,39.1,42.5,1903,1903,6.3,,TURKEY: MALAZGIRT
,-17,168,1903,1903,7.9,,VANUATU ISLANDS
,38.1,13.4,1903,1903,,,ITALY: PALERMO
,40.9,42.7,1903,1903,5.8,,"TURKEY: VARGINIS,CARDAHLI,MEHKEREK"
,61.56,-158.54,1903,1903,8.3,,ALASKA: SOUTHWEST
,16.7,-99.2,1903,1903,,,MEXICO: ACAPULCO
,44.3,10,1903,1903,,,ITALY: N
,4.6,-74,1903,1903,7.7,,COLOMBIA
,36,23,1903,1903,7.8,,GREECE: MITATA (KYTHERA)
,,,1903,1903,,,TAIWAN
,35.2,58.2,1903,1903,6.5,,IRAN: KASHMAR
,-20.2,-70.15,1903,1903,,,CHILE: IQUIQUE
,-28.5,-71,1903,1903,6.5,,"CHILE: VALLENAR, FREIRINA"
,7,126,1903,1903,7.8,,PHILIPPINES: DAVAO GULF
,7,-79,1904,1904,7.9,,PANAMA-COLOMBIA
,42.5,145.8,1904,1904,7.6,,JAPAN: HOKKAIDO
,41.8,23.2,1904,1904,7.5,,BULGARIA: STRUMA
,41.8,23.2,1904,1904,7.8,,BULGARIA: STRUMA
,23.5,120.5,1904,1904,6,,TAIWAN: JIAYI
,40,134,1904,1904,7.9,,JAPAN: SEA OF JAPAN
,52,159,1904,1904,8.3,,RUSSIA: OFF KAMCHATKA
,52,159,1904,1904,8.1,,RUSSIA: OFF KAMCHATKA
,52,159,1904,1904,7.9,,RUSSIA: OFF KAMCHATKA
,-40.5,177,1904,1904,7.5,,NEW ZEALAND: E OF NORTH ISLAND
,37.75,27,1904,1904,6.2,,"GREECE: SAMOS, PATMOS"
,30,130,1904,1904,7.9,,JAPAN: KYUSHU
,64.66,-148.08,1904,1904,8.3,,ALASKA: RAMPART
,31.2,100.9,1904,1904,6,,CHINA: SICHUAN PROVINCE
,-7.7,109,1904,1904,,,INDONESIA: S. JAVA
,-1,-80.5,1904,1904,7.7,,ECUADOR
,23.5,120.3,1904,1904,6.3,,TAIWAN: JIAYI
,9.2,-82.8,1904,1904,7.2,,PANAMA: BOCAS DEL TORO
,9.85,-84.68,1905,1905,6.8,,COSTA RICA: PUNTARENAS
,1,123,1905,1905,8.4,,INDONESIA: MINAHASSA PENINSULA
,50.73,-178.55,1905,1905,7.9,,ALASKA: ANDREANOF ISLANDS
,-27.5,-173,1905,1905,7.5,,KERMADEC ISLANDS
,-15.6,167.2,1905,1905,,,VANUATU: MALO PASS
,33,76,1905,1905,7.8,,INDIA: KANGRA
,40.2,29,1905,1905,6.5,,TURKEY
,26.4,56.3,1905,1905,,,"IRAN: BANDAR ABBAS,QESHM,HENGAM"
,20.3,-103.4,1905,1905,,,MEXICO: JALISCO
,-4,149,1905,1905,7.5,,PAPUA NEW GUINEA: BISMARCK SEA
,42.1,19.6,1905,1905,6.6,,ALBANIA: SHKODER
,34,132,1905,1905,7.8,,JAPAN: AKI
,-1,-168,1905,1905,7.6,,KIRIBATI: PHOENIX ISLANDS
,37.4,142.6,1905,1905,7,,JAPAN: OFF FUKUSHIMA
,49,99,1905,1905,8.4,,MONGOLIA
,49,98,1905,1905,8.4,,MONGOLIA
,42.1,13.9,1905,1905,,,ITALY: CENTRAL
,45,143,1905,1905,7.5,,JAPAN: HOKKAIDO
,39,16,1905,1905,7.9,,"ITALY: MONTELEONE,TROPEA,NONTE PORO"
,53,164,1905,1905,7.8,,RUSSIA: KOMANDORSKY ISLAND
,44.5,37.5,1905,1905,5.1,,RUSSIA: BLACK SEA
,42,23,1905,1905,6.4,,BULGARIA
,42,42,1905,1905,7.5,,GEORGIA: CAUCASUS
,29.3,104.8,1905,1905,5,,CHINA: SICHUAN PROVINCE
,40.25,24.2,1905,1905,7.8,,GREECE: AEGEAN SEA
,-17.7,168.3,1905,1905,,,VANUATU: PORT VILA
,-17.7,168.3,1905,1905,,,VANUATU: PORT VILA
,38.1,38.6,1905,1905,6.8,,"TURKEY: PUTURGE,CELIKHAN,RUMKALE"
,11,123.5,1905,1905,6.5,,PHILIPPINES: W. LUZON ISLAND: TUBURAN
,36.1,37.1,1905,1905,,,SYRIA: RASUM-KALE (NEAR HALAB); LEBANON: BAYRONT
,37.3,9.9,1905,1905,,,TUNISIA: BIZERTE
,26.6,104.1,1906,1906,5.5,,CHINA: YUNNAN PROVINCE
,34,138,1906,1906,8.4,,JAPAN: NEAR S COAST HONSHU
,10.5,-66.917,1906,1906,,,VENEZUELA: CARACAS
,1,-81.5,1906,1906,8.6,,ECUADOR: OFF COAST
,3.5,-76.2,1906,1906,7.7,,COLOMBIA
,1,-81,1906,1906,,,COLOMBIA-ECUADOR
,14,-61,1906,1906,,,SAINT LUCIA: CASTRIES
,3.9,-77.033,1906,1906,,,COLOMBIA: BUENAVENTURA
,41.1,20,1906,1906,6.5,,ALBANIA: ELBASAN
,23.6,120.5,1906,1906,6.8,,TAIWAN: JIAYI
,24.5,118.5,1906,1906,6.5,,CHINA: FUJIAN PROVINCE
,19,-113.8,1906,1906,7.5,,MEXICO: REVILLA GIGEDO ISLANDS
,23.4,120.4,1906,1906,6.5,,TAIWAN: JIAYI
,37.67,-122.48,1906,1906,7.9,,CALIFORNIA: SAN FRANCISCO
,-18.5,-70.3,1906,1906,,,CHILE: ARICA; PERU: TACNA
,24.6,98.6,1906,1906,5.3,,CHINA: YUNNAN PROVINCE
,4.6,-74,1906,1906,7.7,,COLOMBIA
,4.6,-74,1906,1906,7.7,,COLOMBIA
,51.05,179.69,1906,1906,7.8,,ALASKA: ALEUTIAN ISLANDS: RAT ISLANDS
,-33,-72,1906,1906,8.2,,CHILE: SOUTH CENTRAL
,9,38.4,1906,1906,6.8,,ETHIOPIA: SHOA
,-7,149,1906,1906,8,,PAPUA NEW GUINEA: NEW BRITAIN
,38,13.7,1906,1906,,,ITALY: SICILY
,-2,-79,1906,1906,7.9,,ECUADOR
,-4,149,1906,1906,7.2,,PAPUA NEW GUINEA: BISMARCK SEA
,-22,109,1906,1906,7.8,,AUSTRALIA: WEST COAST
,6.5,0.3,1906,1906,5,,"GHANA: HO, AKPAFU, PALIME, MISA, ACCRA; TOGO"
,15,-61,1906,1906,7.9,,MARTINIQUE
,43.5,85,1906,1906,8.3,,CHINA: XINJIANG PROVINCE
,56.85,-153.9,1906,1906,7.6,,ALASKA: ALEUTIAN ISLANDS
,-18,-71,1906,1906,7.9,,PERU: OFF SOUTH COAST
,2,94.5,1907,1907,7.8,,"INDONESIA: NW SUMATRA: GUNUNGSITOLi, BARUS"
,18.2,-76.8,1907,1907,6.5,,JAMAICA: KINGSTON
,38,13.7,1907,1907,,,ITALY: SICILY
,-13.2,-75.4,1907,1907,7.6,,PERU
,3,122,1907,1907,7.3,,INDONESIA: TALAUD ISLANDS: KARAKELONG ISLAND
,17,-100,1907,1907,8.3,,MEXICO: GUERRERO
,14,123,1907,1907,7.6,,PHILIPPINES: SE LUZON: CAMARINES
,13.5,123,1907,1907,7.4,,PHILIPPINES: SE LUZON: CAMARINES
,-7.5,153.7,1907,1907,7.7,,PAPUA NEW GUINEA: NEW BRITAIN
,51.5,147,1907,1907,7.9,,RUSSIA: SEA OF OKHOTSK
,18,120,1907,1907,,,"PHILIPPINES: N LUZON: TUGUEGARAO,LAOAG,N ILOCOS"
,1,127,1907,1907,7.9,,INDONESIA: DJAILOLO GILOLO
,-2,121,1907,1907,,,"INDONESIA: SULAWESI: LEMO, COLO, ANJA, OLU CONGKO"
,41.1,20.1,1907,1907,6.2,,ALBANIA
,52.59,-169.73,1907,1907,7.8,,ALASKA: ALEUTIAN ISLANDS
,59.5,-135.5,1907,1907,5.5,,ALASKA: SKAGWAY
,28,-112.5,1907,1907,7.7,,MEXICO: GULF OF CALIFORNIA
,38.5,67.9,1907,1907,7.4,,TAJIKISTAN: KARATAG
,38.133,16.017,1907,1907,5.9,,ITALY: FERRUZANO
,-8.01,-76.79,1907,1907,,,PERU
,14,123,1907,1907,,,PHILIPPINES: SE LUZON: CAMARINES
,-3.1,142.5,1907,1907,7.4,,PAPUA NEW GUINEA: BISMARCK SEA
,-21.17,-175.73,1907,1907,,,TONGA ISLANDS: S OF TONGA
,-2,100,1908,1908,7.5,,SW. SUMATRA
,61,-146.2,1908,1908,6,,ALASKA: GULF OF ALASKA
,9,126,1908,1908,7.5,,PHILIPPINES: MINDANAO
,-10,129,1908,1908,6.6,,INDONESIA: TIMOR
,18,-99,1908,1908,8.1,,MEXICO: GUERRERO
,17,-101,1908,1908,7.5,,MEXICO: GUERRERO
,3,123,1908,1908,7.5,,INDONESIA: CELEBES SEA
,19,-155,1908,1908,6.8,,HAWAII
,36.5,70.5,1908,1908,7,,AFGHANISTAN: HINDU KUSH
,45,150,1908,1908,7.6,,RUSSIA: KURIL ISLANDS
,-14,-78,1908,1908,8.2,,PERU: OFF COAST
,26.5,97,1908,1908,7.5,,MYANMAR (BURMA): KACHIN
,38.17,15.58,1908,1908,7,,"ITALY: MESSINA, SICILY, CALABRIA"
,38.6,26.9,1909,1909,5.8,,"TURKEY: FOCA,MENEMEN,GUZELHISAR"
,33,50,1909,1909,7.7,,IRAN: SILAKOR
,35.6,-5.4,1909,1909,,,"MOROCCO: TETUAN (TETOUAN),ROMARS"
,40.2,37.8,1909,1909,6.3,,"TURKEY: ZARA,IPSALA,KOYULHISAR,ENDERS"
,-18,-179,1909,1909,7.8,,FIJI ISLANDS
,34.5,141.5,1909,1909,6.7,,JAPAN: CHOSHI
,34.5,141.5,1909,1909,7.5,,JAPAN: YOKOHAMA
,8,127,1909,1909,,,PHILIPPINES: MINDANAO: E
,44.5,10.5,1909,1909,,,ITALY: N
,52,175,1909,1909,7.8,,ALASKA: ALEUTIAN ISLANDS
,25,121.5,1909,1909,7.3,,TAIWAN: TAIPEI
,38.9,-8.8,1909,1909,6.6,,"PORTUGAL: RIBATEJO, BENAVENTE"
,4.2,9.2,1909,1909,,,CAMEROON: BUEA
,24.4,103,1909,1909,6.5,,CHINA: YUNNAN PROVINCE
,-2,101,1909,1909,7.6,,"INDONESIA: SW SUMATRA: KERINTJI, REDJANGLEBONG"
,43.2,11.5,1909,1909,,,ITALY: CENTRAL
,-26.5,-70.5,1909,1909,7.6,,CHILE
,43.7,5.4,1909,1909,6.2,,"FRANCE: VERNEGUES,CHARLEVAL,LA ROQUE D'ANTHERON"
,36.5,70.5,1909,1909,8.1,,AFGHANISTAN: HINDU-KUSH
,35.5,72.5,1909,1909,,,PAKISTAN
,-15.5,167.2,1909,1909,,,VANUATU ISLANDS: ESPIRITU SANTO
,37.9,21.5,1909,1909,5.7,,GREECE: CHAVARI (ELIS)
,16.8,-99.8,1909,1909,7.8,,MEXICO: ACAPULCO
,35.4,136.3,1909,1909,6.9,,JAPAN: OOMI
,43.2,11.5,1909,1909,,,ITALY: CENTRAL
,30,68,1909,1909,7.2,,PAKISTAN
,37.7,15.2,1909,1909,,,ITALY: SICILY
,40.3,29.6,1909,1909,5.8,,TURKEY: KOGLACIK
,17,-101.2,1909,1909,4.7,,"MEXICO: GUERRERO,MICHOACAN"
,32,131,1909,1909,7.9,,JAPAN: KYUSHU
,24.4,121.8,1909,1909,7.3,,TAIWAN
,-10,165,1909,1909,7.7,,SOLOMON ISLANDS
,12.5,145,1909,1909,8,,GUAM
,17,-85,1910,1910,7.5,,HONDURAS
,35,122,1910,1910,6.8,,CHINA: YELLOW SEA
,33,138.5,1910,1910,7.4,,JAPAN: HONSHU: S OF
,-4.25,152.25,1910,1910,6,,PAPUA NEW GUINEA: MATUPI HARBOR
,25.5,122.5,1910,1910,7.8,,TAIWAN
,9.8,-84,1910,1910,,,COSTA RICA: CARTAGO
,10,-84,1910,1910,,,"COSTA RICA: CARTAGO, SAN JOSE"
,42,145,1910,1910,7.5,,JAPAN: HOKKAIDO
,-20,169,1910,1910,7.5,,VANUATU ISLANDS
,40.9,15.4,1910,1910,5.9,,ITALY: CALITRI
,-19,169.5,1910,1910,7.9,,VANUATU ISLANDS
,36,4,1910,1910,6.4,,"ALGERIA: MASQUERAY, KABYLIA"
,40.9,34.6,1910,1910,6.1,,"TURKEY: HACIHAMZA,OSMANCIK,ISKILIP"
,16.8,-95.9,1910,1910,6.9,,MEXICO: OAXACA
,35.3,-2.97,1910,1910,,,MOROCCO: MELILLA; CANARY I: PENON DE LA GOMERA
,-16,166,1910,1910,7.9,,VANUATU ISLANDS: ESPIRITU SANTO
,-14,166.5,1910,1910,7.2,,VANUATU ISLANDS: ESPIRITU SANTO
,-8,167,1910,1910,8,,SOLOMON ISLANDS
,-8,31,1910,1910,7.3,,ZAMBIA
,4.5,126,1910,1910,7.5,,INDONESIA: TALAUD ISLANDS
,4,127,1910,1910,6.7,,INDONESIA: SULAWESI-N. MOLUCCAS ISLANDS
,9,125.5,1910,1910,6.2,,PHILIPPINES: SULU SEA
